Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38
;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;In ;In Air;;Wind;Wind;ISS ;Arc.
Date;Time;Out;Temp;Temp;Hum;Pt.;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;EMC;Density;ET ;Samp;Tx ;Recept;Int.
20/12/19;9:00 p;26.6;27.1;26.6;83;23.4;0.0;NNW;0.00;0.4;NNW;26.6;29.3;29.3;---;755.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.343;28.6;63;20.9;30.8;11.28;1.1353;0.03;1401;1;100.0;60
20/12/19;10:00 p;26.3;26.6;26.3;83;23.2;0.0;---;0.00;0.0;---;26.3;28.9;28.9;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.333;28.3;64;20.8;30.3;11.49;1.1369;0.03;1401;1;100.0;60
20/12/19;11:00 p;25.5;26.3;25.5;85;22.8;0.0;---;0.00;0.0;---;25.5;27.7;27.7;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.299;27.9;65;20.8;29.8;11.70;1.1383;0.03;1404;1;100.0;60
21/12/19;12:00 a;24.9;25.5;24.9;85;22.2;0.0;NNW;0.00;0.4;NNW;24.9;26.9;26.9;---;755.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.275;27.6;66;20.7;29.4;11.92;1.1396;0.03;1400;1;100.0;60
21/12/19;1:00 a;24.8;25.0;24.7;82;21.5;0.0;NNW;0.00;0.9;NNW;24.8;26.6;26.6;---;755.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.271;27.3;67;20.6;28.9;12.13;1.1407;0.03;1400;1;100.0;60
21/12/19;2:00 a;24.0;24.9;24.0;85;21.3;0.0;NNW;0.00;0.4;NNW;24.0;25.7;25.7;---;755.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.236;27.1;68;20.6;28.7;12.34;1.1409;0.03;1404;1;100.0;60
21/12/19;3:00 a;23.7;24.0;23.7;86;21.2;0.0;NNW;0.00;0.4;NNW;23.7;25.3;25.3;---;755.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.225;26.8;68;20.4;28.3;12.34;1.1417;0.03;1383;1;100.0;60
21/12/19;4:00 a;23.3;23.7;23.3;86;20.9;0.0;NNW;0.00;0.4;NNW;23.3;24.6;24.6;---;754.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.208;26.5;69;20.3;27.8;12.56;1.1427;0.03;1404;1;100.0;60
21/12/19;5:00 a;23.2;23.4;23.2;86;20.7;0.0;NNW;0.00;0.9;NNW;23.2;24.4;24.4;---;755.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.201;26.3;69;20.1;27.6;12.58;1.1444;0.03;1402;1;100.0;60
21/12/19;6:00 a;22.7;23.2;22.7;87;20.4;0.0;NNW;0.00;0.4;NNW;22.7;23.9;23.9;---;755.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.183;26.1;70;20.2;27.4;12.87;1.1454;0.03;1399;1;100.0;60
21/12/19;7:00 a;23.2;23.2;22.6;87;20.9;0.0;SSE;0.00;0.4;SSE;23.2;24.4;24.4;---;755.8;0.00;0.0;17;1.46;35;0.0;0.00;0.0;0.000;0.201;25.9;70;20.0;27.1;12.88;1.1473;0.03;1401;1;100.0;60
21/12/19;8:00 a;24.9;24.9;23.2;84;22.1;0.0;SSE;0.00;0.4;SSE;24.9;26.8;26.8;---;756.6;0.00;0.0;44;3.78;74;0.1;0.04;0.9;0.000;0.275;26.0;71;20.3;27.3;13.10;1.1475;0.03;1401;1;100.0;60
21/12/19;9:00 a;27.6;27.6;24.9;79;23.6;0.0;N;0.00;1.8;N;27.6;31.1;31.1;---;756.9;0.00;0.0;132;11.35;355;1.5;0.64;2.5;0.000;0.387;26.4;71;20.7;27.9;13.07;1.1458;0.08;1402;1;100.0;60
21/12/19;10:00 a;30.6;30.6;27.6;72;24.9;0.4;W;1.61;2.2;E;30.6;36.8;36.8;---;756.4;0.00;0.0;524;45.07;675;3.9;1.67;5.3;0.000;0.509;27.4;69;21.2;29.3;12.50;1.1404;0.36;1372;1;100.0;60
21/12/19;11:00 a;32.4;32.4;30.6;64;24.8;0.4;WNW;1.61;2.2;SSE;32.4;39.6;39.6;---;756.1;0.00;0.0;703;60.47;770;6.2;2.66;7.2;0.000;0.588;28.7;68;22.2;31.9;12.28;1.1330;0.48;1400;1;100.0;60
21/12/19;12:00 p;33.3;33.4;32.4;61;24.8;0.4;W;1.61;2.2;W;33.3;40.9;40.9;---;755.3;0.00;0.0;711;61.15;793;7.1;3.04;7.7;0.000;0.625;30.0;67;23.2;34.6;12.01;1.1252;0.51;1374;1;100.0;60
21/12/19;1:00 p;34.6;34.6;33.3;58;25.1;0.4;WNW;1.61;2.7;W;34.6;43.4;43.4;---;754.5;0.00;0.0;775;66.66;858;7.4;3.17;8.2;0.000;0.678;31.1;66;24.0;36.2;11.73;1.1185;0.56;1377;1;100.0;60
21/12/19;2:00 p;34.3;34.9;34.2;57;24.6;0.4;WNW;1.61;2.2;W;34.3;42.2;42.2;---;753.8;0.00;0.0;594;51.09;802;5.3;2.27;7.2;0.000;0.667;31.9;65;24.5;38.4;11.47;1.1131;0.43;1402;1;100.0;60
21/12/19;3:00 p;34.8;35.0;34.3;57;25.0;0.4;W;1.61;3.1;W;34.8;43.6;43.6;---;753.5;0.00;0.0;579;49.80;640;3.4;1.46;4.6;0.000;0.685;32.6;64;24.9;39.9;11.25;1.1096;0.43;1381;1;100.0;60
21/12/19;4:00 p;31.5;34.8;31.5;68;24.9;0.9;W;3.22;3.1;W;31.5;37.9;37.9;---;753.7;0.00;0.0;335;28.81;566;1.3;0.56;2.5;0.000;0.549;32.7;64;25.0;40.2;11.25;1.1093;0.25;1344;1;98.2;60
21/12/19;5:00 p;27.0;31.4;27.0;81;23.5;0.4;ENE;1.61;3.1;NE;27.0;29.9;29.9;---;753.9;1.00;3.6;167;14.36;369;0.0;0.00;0.0;0.000;0.361;31.9;66;24.8;38.8;11.67;1.1127;0.13;1402;1;100.0;60
21/12/19;6:00 p;26.7;27.1;26.7;84;23.7;0.0;ENE;0.00;0.9;ENE;26.7;29.7;29.7;---;754.1;0.00;0.0;17;1.46;79;0.0;0.00;0.0;0.000;0.347;30.9;68;24.3;36.5;12.14;1.1175;0.03;1400;1;100.0;60
21/12/19;7:00 p;26.6;26.8;26.6;82;23.2;0.0;ENE;0.00;0.9;ENE;26.6;29.2;29.2;---;754.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.343;30.1;69;23.8;35.2;12.35;1.1226;0.03;1403;1;100.0;60
21/12/19;8:00 p;25.7;26.6;25.7;84;22.8;0.0;ENE;0.00;0.4;ENE;25.7;28.0;28.0;---;755.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.308;29.6;69;23.3;33.9;12.35;1.1265;0.03;1405;1;100.0;60
21/12/19;9:00 p;25.8;26.1;25.6;84;22.9;0.0;ENE;0.00;0.4;ENE;25.8;28.2;28.2;---;755.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.313;28.9;70;22.9;32.8;12.60;1.1305;0.03;1402;1;100.0;60
21/12/19;10:00 p;25.3;26.0;25.3;85;22.6;0.0;---;0.00;0.0;---;25.3;27.4;27.4;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.289;28.6;71;22.8;32.2;12.91;1.1320;0.03;1403;1;100.0;60
21/12/19;11:00 p;24.9;25.3;24.9;86;22.4;0.0;---;0.00;0.0;---;24.9;26.9;26.9;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.273;28.2;71;22.4;31.2;12.94;1.1345;0.03;1402;1;100.0;60
22/12/19;12:00 a;24.8;24.9;24.8;86;22.3;0.0;---;0.00;0.0;---;24.8;26.7;26.7;---;755.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.269;27.9;72;22.4;30.8;13.25;1.1348;0.03;1402;1;100.0;60
22/12/19;1:00 a;24.6;24.8;24.5;86;22.1;0.0;ENE;0.00;0.4;ENE;24.6;26.4;26.4;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.259;27.6;72;22.1;30.1;13.25;1.1359;0.03;1402;1;100.0;60
22/12/19;2:00 a;24.2;24.6;24.2;87;21.9;0.0;ENE;0.00;0.9;ENE;24.2;26.1;26.1;---;754.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.245;27.4;73;22.1;29.8;13.62;1.1361;0.03;1403;1;100.0;60
22/12/19;3:00 a;23.9;24.3;23.9;87;21.6;0.0;---;0.00;0.0;---;23.9;25.7;25.7;---;754.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.231;27.2;73;21.9;29.3;13.63;1.1370;0.03;1405;1;100.0;60
22/12/19;4:00 a;23.7;23.9;23.6;87;21.4;0.0;ENE;0.00;0.4;ENE;23.7;25.2;25.2;---;754.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.222;26.8;73;21.6;28.8;13.64;1.1389;0.03;1403;1;100.0;60
22/12/19;5:00 a;23.3;23.7;23.3;87;21.0;0.0;ENE;0.00;0.4;ENE;23.3;24.6;24.6;---;754.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.208;26.6;74;21.6;28.5;13.95;1.1403;0.03;1400;1;100.0;60
22/12/19;6:00 a;22.9;23.3;22.9;87;20.6;0.0;ENE;0.00;0.4;ENE;22.9;24.2;24.2;---;755.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.190;26.4;74;21.4;28.1;13.96;1.1421;0.03;1401;1;100.0;60
22/12/19;7:00 a;23.4;23.4;22.7;88;21.3;0.0;ENE;0.00;0.4;ENE;23.4;24.7;24.7;---;756.1;0.00;0.0;12;1.03;28;0.0;0.00;0.0;0.000;0.211;26.2;74;21.2;27.8;13.97;1.1446;0.00;1382;1;100.0;60
22/12/19;8:00 a;25.2;25.2;23.4;86;22.7;0.0;NNW;0.00;1.3;NNW;25.2;27.3;27.3;---;756.9;0.00;0.0;46;3.96;79;0.2;0.09;0.9;0.000;0.285;26.3;74;21.3;27.9;13.96;1.1453;0.03;1400;1;100.0;60
22/12/19;9:00 a;27.9;27.9;25.2;78;23.7;0.0;NNW;0.00;1.8;W;27.9;31.8;31.8;---;757.0;0.00;0.0;122;10.49;258;1.5;0.64;2.4;0.000;0.400;26.7;74;21.7;28.7;13.95;1.1430;0.08;1402;1;100.0;60
22/12/19;10:00 a;30.3;30.3;27.9;74;25.2;0.4;NNW;1.61;1.8;W;30.3;36.8;36.8;---;756.8;0.00;0.0;511;43.95;689;4.0;1.71;5.5;0.000;0.500;27.5;73;22.2;30.0;13.62;1.1388;0.33;1399;1;100.0;60
22/12/19;11:00 a;31.7;31.7;30.3;63;23.8;0.4;WNW;1.61;1.8;WSW;31.7;37.2;37.2;---;756.4;0.00;0.0;640;55.05;777;6.0;2.57;7.3;0.000;0.558;28.6;71;22.8;32.2;12.91;1.1327;0.43;1396;1;100.0;60
22/12/19;12:00 p;33.3;33.3;31.7;60;24.5;0.4;WNW;1.61;1.8;WSW;33.3;40.3;40.3;---;755.8;0.00;0.0;767;65.97;851;7.9;3.39;8.7;0.000;0.623;29.8;70;23.7;34.6;12.55;1.1257;0.53;1403;1;100.0;60
22/12/19;1:00 p;34.5;34.5;33.3;59;25.3;0.9;WNW;3.22;3.1;SW;34.5;43.5;43.5;---;755.1;0.00;0.0;808;69.50;849;8.2;3.51;8.7;0.000;0.674;31.1;69;24.7;36.9;12.35;1.1179;0.58;1404;1;100.0;60
22/12/19;2:00 p;35.3;35.3;34.5;55;24.9;0.9;WNW;3.22;3.1;WSW;35.3;44.3;44.3;---;754.1;0.00;0.0;744;63.99;795;6.5;2.79;7.6;0.000;0.708;32.1;67;25.2;39.4;11.86;1.1117;0.56;1404;1;100.0;60
22/12/19;3:00 p;33.8;35.3;33.8;60;25.0;0.9;WNW;3.22;3.1;W;33.8;41.9;41.9;---;753.8;0.00;0.0;473;40.68;715;3.3;1.41;5.0;0.000;0.646;32.6;66;25.4;40.6;11.65;1.1090;0.36;1401;1;100.0;60
22/12/19;4:00 p;33.8;33.8;32.8;64;26.0;0.9;NNW;3.22;2.7;NNW;33.8;43.5;43.5;---;753.8;0.00;0.0;315;27.09;501;1.4;0.60;2.0;0.000;0.644;32.6;66;25.4;40.6;11.65;1.1089;0.25;1383;1;100.0;60
22/12/19;5:00 p;32.8;33.9;32.7;61;24.3;0.4;N;1.61;2.2;N;32.8;39.6;39.6;---;754.0;0.00;0.0;171;14.71;439;0.2;0.09;0.9;0.000;0.604;32.3;66;25.1;39.8;11.65;1.1108;0.13;1400;1;100.0;60
22/12/19;6:00 p;30.0;32.8;30.0;71;24.2;0.0;NNW;0.00;1.3;NW;30.0;35.3;35.3;---;754.5;0.00;0.0;11;0.95;65;0.0;0.00;0.0;0.000;0.486;31.7;67;24.8;38.2;11.89;1.1146;0.03;1402;1;100.0;60
22/12/19;7:00 p;27.6;30.0;27.6;79;23.6;0.0;---;0.00;0.0;---;27.6;30.9;30.9;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.384;30.9;68;24.3;36.5;12.14;1.1190;0.03;1397;1;100.0;60
22/12/19;8:00 p;27.1;27.6;27.1;80;23.3;0.0;---;0.00;0.0;---;27.1;29.9;29.9;---;755.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.363;30.3;69;24.0;35.7;12.35;1.1225;0.03;1394;1;100.0;60
22/12/19;9:00 p;26.2;27.1;26.2;83;23.0;0.0;NNW;0.00;0.4;NNW;26.2;28.6;28.6;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.326;29.8;70;23.7;34.6;12.55;1.1258;0.03;1403;1;100.0;60
22/12/19;10:00 p;25.8;26.2;25.8;83;22.7;0.0;NNW;0.00;0.4;NNW;25.8;28.0;28.0;---;756.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.310;29.3;70;23.2;33.5;12.57;1.1293;0.03;1379;1;100.0;60
22/12/19;11:00 p;25.6;25.8;25.6;83;22.5;0.0;NNW;0.00;0.4;NNW;25.6;27.7;27.7;---;756.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.301;28.8;71;23.0;32.8;12.89;1.1314;0.03;1395;1;100.0;60
23/12/19;12:00 a;25.2;25.6;25.2;83;22.1;0.0;NNW;0.00;0.4;NNW;25.2;27.2;27.2;---;756.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.287;28.5;71;22.7;31.9;12.92;1.1333;0.03;1376;1;100.0;60
23/12/19;1:00 a;24.6;25.2;24.5;84;21.7;0.0;NNW;0.00;0.4;NNW;24.6;26.3;26.3;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.259;28.2;72;22.6;31.3;13.25;1.1341;0.03;1377;1;100.0;60
23/12/19;2:00 a;24.1;24.6;24.1;85;21.4;0.0;NNW;0.00;0.4;N;24.1;25.8;25.8;---;755.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.241;27.9;72;22.4;30.8;13.25;1.1351;0.03;1374;1;100.0;60
23/12/19;3:00 a;23.8;24.1;23.8;85;21.1;0.0;---;0.00;0.0;---;23.8;25.3;25.3;---;755.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.227;27.6;73;22.3;30.2;13.62;1.1361;0.03;1374;1;100.0;60
23/12/19;4:00 a;23.3;23.8;23.3;86;20.9;0.0;---;0.00;0.0;---;23.3;24.6;24.6;---;755.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.208;27.3;73;22.0;29.6;13.63;1.1379;0.03;1370;1;100.0;60
23/12/19;5:00 a;22.9;23.3;22.9;86;20.4;0.0;NNW;0.00;0.4;NNW;22.9;24.1;24.1;---;755.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.190;27.1;73;21.8;29.2;13.64;1.1395;0.03;1375;1;100.0;60
23/12/19;6:00 a;22.6;22.9;22.6;87;20.3;0.0;---;0.00;0.0;---;22.6;23.8;23.8;---;756.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.178;26.7;73;21.5;28.6;13.65;1.1424;0.03;1371;1;100.0;60
23/12/19;7:00 a;23.2;23.2;22.5;87;20.9;0.0;---;0.00;0.0;---;23.2;24.5;24.5;---;757.5;0.00;0.0;18;1.55;46;0.0;0.00;0.0;0.000;0.204;26.6;74;21.6;28.5;13.95;1.1444;0.03;1374;1;100.0;60
23/12/19;8:00 a;25.6;25.6;23.2;84;22.7;0.0;NNW;0.00;0.4;NNW;25.6;27.8;27.8;---;758.5;0.20;0.0;55;4.73;90;0.3;0.13;0.9;0.000;0.301;25.8;58;16.9;26.2;10.41;1.1567;0.03;1395;1;100.0;60
23/12/19;9:00 a;28.5;28.5;25.6;75;23.6;0.0;N;0.00;0.9;N;28.5;32.7;32.7;---;758.2;0.00;0.0;144;12.39;316;1.6;0.69;2.8;0.000;0.424;26.3;61;18.2;27.0;10.96;1.1525;0.10;1380;1;100.0;60
23/12/19;10:00 a;31.5;31.5;28.6;63;23.6;0.4;N;1.61;1.8;SE;31.5;36.6;36.6;---;757.8;0.00;0.0;545;46.88;666;4.0;1.71;5.2;0.000;0.549;27.7;63;20.0;29.2;11.31;1.1433;0.36;1404;1;100.0;60
23/12/19;11:00 a;32.6;32.6;31.5;58;23.3;0.4;WNW;1.61;2.2;WSW;32.6;38.1;38.1;---;757.5;0.00;0.0;677;58.23;745;6.0;2.57;6.8;0.000;0.595;27.3;48;15.3;27.3;8.83;1.1515;0.48;1373;1;100.0;60
23/12/19;12:00 p;33.4;33.4;32.7;59;24.3;0.4;NNW;1.61;2.2;W;33.4;40.5;40.5;---;756.6;0.00;0.0;666;57.28;768;6.8;2.91;7.5;0.000;0.630;27.4;48;15.4;27.4;8.82;1.1495;0.48;1400;1;100.0;60
23/12/19;1:00 p;34.1;34.3;33.4;54;23.5;0.9;WNW;3.22;2.2;W;34.1;40.5;40.5;---;755.7;0.00;0.0;743;63.91;858;7.3;3.13;8.2;0.000;0.657;27.5;43;13.8;27.2;8.02;1.1498;0.53;1404;1;100.0;60
23/12/19;2:00 p;35.0;35.1;34.1;54;24.3;0.4;N;1.61;2.7;N;35.0;42.8;42.8;---;755.0;0.00;0.0;702;60.38;749;6.0;2.57;6.9;0.000;0.694;28.2;42;14.0;28.1;7.85;1.1458;0.51;1396;1;100.0;60
23/12/19;3:00 p;34.1;35.0;33.7;61;25.5;0.9;WNW;3.22;3.6;N;34.1;43.0;43.0;---;754.7;0.00;0.0;494;42.49;649;3.4;1.46;4.8;0.000;0.655;28.4;42;14.2;28.4;7.85;1.1443;0.38;1376;1;100.0;60
23/12/19;4:00 p;33.3;34.5;33.3;62;25.1;0.9;WNW;3.22;3.1;W;33.3;41.3;41.3;---;754.6;0.00;0.0;406;34.92;559;1.7;0.73;2.7;0.000;0.625;29.1;51;17.9;30.2;9.26;1.1368;0.30;1399;1;100.0;60
23/12/19;5:00 p;32.1;33.6;32.1;66;24.9;0.4;WNW;1.61;2.7;W;32.1;39.1;39.1;---;754.9;0.00;0.0;178;15.31;313;0.2;0.09;0.8;0.000;0.572;29.6;47;17.1;30.3;8.55;1.1365;0.13;1404;1;100.0;60
23/12/19;6:00 p;29.6;32.1;29.6;71;23.7;0.0;WNW;0.00;0.9;WNW;29.6;34.3;34.3;---;754.8;0.00;0.0;15;1.29;46;0.0;0.00;0.0;0.000;0.468;30.1;54;19.8;32.1;9.73;1.1302;0.03;1365;1;99.8;60
23/12/19;7:00 p;27.8;29.6;27.8;78;23.6;0.0;WNW;0.00;0.4;WNW;27.8;31.4;31.4;---;755.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.396;29.8;60;21.2;32.6;10.73;1.1297;0.03;1400;1;100.0;60
23/12/19;8:00 p;26.7;27.8;26.7;81;23.2;0.0;---;0.00;0.0;---;26.7;29.4;29.4;---;755.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.350;29.3;62;21.2;31.9;11.06;1.1322;0.03;1402;1;100.0;60
23/12/19;9:00 p;26.1;26.7;26.1;83;22.9;0.0;WNW;0.00;0.4;WNW;26.1;28.4;28.4;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.322;28.8;63;21.1;31.3;11.27;1.1346;0.03;1403;1;100.0;60
23/12/19;10:00 p;25.6;26.1;25.6;83;22.5;0.0;WNW;0.00;0.4;WNW;25.6;27.8;27.8;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.303;28.5;63;20.8;30.6;11.28;1.1366;0.03;1403;1;100.0;60
23/12/19;11:00 p;25.4;25.7;25.4;84;22.5;0.0;WNW;0.00;0.9;WNW;25.4;27.6;27.6;---;756.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.296;28.2;64;20.7;30.1;11.50;1.1378;0.03;1405;1;100.0;60
24/12/19;12:00 a;25.3;25.4;25.2;85;22.6;0.0;WNW;0.00;0.4;WNW;25.3;27.4;27.4;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.289;27.8;66;20.9;29.8;11.91;1.1386;0.03;1403;1;100.0;60
24/12/19;1:00 a;25.0;25.4;25.0;85;22.3;0.0;WNW;0.00;0.4;WNW;25.0;27.0;27.0;---;755.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.278;27.6;67;20.9;29.5;12.12;1.1385;0.03;1401;1;100.0;60
24/12/19;2:00 a;24.3;25.0;24.2;86;21.8;0.0;---;0.00;0.0;---;24.3;26.1;26.1;---;755.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.248;27.3;67;20.6;28.9;12.13;1.1396;0.03;1398;1;100.0;60
24/12/19;3:00 a;23.6;24.3;23.6;86;21.1;0.0;---;0.00;0.0;---;23.6;25.1;25.1;---;755.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.220;27.1;68;20.6;28.7;12.34;1.1405;0.03;1403;1;100.0;60
24/12/19;4:00 a;23.3;23.7;23.3;86;20.9;0.0;WNW;0.00;0.4;WNW;23.3;24.6;24.6;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.208;26.7;69;20.6;28.2;12.55;1.1420;0.03;1400;1;100.0;60
24/12/19;5:00 a;23.1;23.3;23.1;87;20.8;0.0;---;0.00;0.0;---;23.1;24.4;24.4;---;755.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.199;26.5;70;20.6;27.9;12.86;1.1434;0.03;1403;1;100.0;60
24/12/19;6:00 a;22.8;23.1;22.8;87;20.5;0.0;---;0.00;0.0;---;22.8;24.1;24.1;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.185;26.3;70;20.4;27.6;12.86;1.1453;0.00;1401;1;100.0;60
24/12/19;7:00 a;23.1;23.1;22.7;87;20.8;0.0;---;0.00;0.0;---;23.1;24.4;24.4;---;756.2;0.00;0.0;16;1.38;39;0.0;0.00;0.0;0.000;0.199;26.1;71;20.4;27.4;13.09;1.1463;0.03;1403;1;100.0;60
24/12/19;8:00 a;25.4;25.4;23.1;84;22.5;0.0;WNW;0.00;1.3;WNW;25.4;27.5;27.5;---;757.1;0.00;0.0;58;4.99;83;0.2;0.09;0.6;0.000;0.294;25.3;58;16.4;25.7;10.45;1.1572;0.05;1374;1;100.0;60
24/12/19;9:00 a;27.7;27.7;25.4;77;23.3;0.0;SW;0.00;1.3;SW;27.7;30.9;30.9;---;757.3;0.00;0.0;124;10.67;223;1.5;0.64;2.5;0.000;0.389;24.7;48;13.0;24.6;8.92;1.1640;0.08;1394;1;100.0;60
24/12/19;10:00 a;30.9;30.9;27.7;64;23.3;0.0;W;0.00;1.8;NNE;30.9;35.5;35.5;---;757.0;0.00;0.0;516;44.38;656;3.8;1.63;4.9;0.000;0.523;25.2;47;13.1;25.0;8.70;1.1617;0.33;1391;1;100.0;60
24/12/19;11:00 a;32.7;32.7;30.9;59;23.6;0.4;WNW;1.61;2.2;W;32.7;38.5;38.5;---;756.5;0.00;0.0;703;60.47;765;6.1;2.61;7.2;0.000;0.597;26.0;47;13.8;25.9;8.67;1.1567;0.48;1394;1;100.0;60
24/12/19;12:00 p;34.1;34.2;32.7;54;23.5;0.4;WNW;1.61;2.7;W;34.1;40.5;40.5;---;755.6;0.00;0.0;782;67.26;796;7.7;3.30;8.0;0.000;0.657;26.7;43;13.1;26.4;8.05;1.1534;0.56;1400;1;100.0;60
24/12/19;1:00 p;35.1;35.1;33.9;53;24.1;0.4;NNE;1.61;2.7;N;35.1;42.7;42.7;---;754.6;0.00;0.0;782;67.26;796;7.6;3.26;8.0;0.000;0.699;27.5;53;17.1;28.0;9.62;1.1438;0.56;1403;1;100.0;60
24/12/19;2:00 p;35.3;35.3;34.9;56;25.2;0.9;WNW;3.22;3.6;W;35.3;44.6;44.6;---;753.9;0.00;0.0;695;59.78;758;5.9;2.53;7.0;0.000;0.706;30.6;56;20.8;33.5;10.01;1.1251;0.51;1395;1;100.0;60
24/12/19;3:00 p;34.1;35.4;34.1;60;25.2;0.9;WNW;3.22;3.1;NNE;34.1;42.7;42.7;---;753.7;0.00;0.0;557;47.91;654;3.6;1.54;4.9;0.000;0.657;31.7;60;22.9;36.3;10.59;1.1171;0.43;1398;1;100.0;60
24/12/19;4:00 p;33.6;34.3;33.6;57;23.9;0.9;N;3.22;3.6;N;33.6;40.3;40.3;---;753.7;0.00;0.0;395;33.97;492;1.6;0.69;2.6;0.000;0.637;31.9;60;23.2;37.0;10.57;1.1156;0.30;1393;1;100.0;60
24/12/19;5:00 p;33.5;34.1;33.5;57;23.8;0.4;WNW;1.61;2.2;N;33.5;40.0;40.0;---;753.6;0.00;0.0;188;16.17;309;0.2;0.09;0.8;0.000;0.632;31.8;60;23.1;36.6;10.58;1.1163;0.15;1402;1;100.0;60
24/12/19;6:00 p;29.6;33.5;29.6;73;24.3;0.0;N;0.00;0.4;N;29.6;34.8;34.8;---;753.9;0.00;0.0;16;1.38;37;0.0;0.00;0.0;0.000;0.470;31.2;61;22.8;35.3;10.83;1.1196;0.03;1404;1;100.0;60
24/12/19;7:00 p;28.1;29.6;28.1;77;23.6;0.0;N;0.00;0.4;N;28.1;31.9;31.9;---;754.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.405;30.4;64;22.9;34.9;11.38;1.1233;0.03;1402;1;100.0;60
24/12/19;8:00 p;27.2;28.1;27.2;80;23.4;0.0;---;0.00;0.0;---;27.2;30.2;30.2;---;755.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.368;29.9;65;22.6;33.8;11.62;1.1266;0.03;1402;1;100.0;60
